transaction_id,customer_id,product_id,date,quantity,base_price,category,discount,total_amount
16547,4534,162,2025-10-10 14:07:08.373570,2,274.02,Electronics,0.0,548.04
16548,1599,173,2025-10-10 14:07:08.373570,2,355.25,Home,0.0,710.5
16549,3798,37,2025-10-10 14:07:08.373570,1,477.02,Electronics,0.0,477.02
16550,4129,89,2025-10-10 14:07:08.373570,1,269.59,Clothing,0.1,242.63
16551,687,95,2025-10-10 14:07:08.373570,1,390.62,Electronics,0.0,390.62
16552,1555,6,2025-10-10 14:07:08.373570,1,22.91,Clothing,0.0,22.91
16553,930,159,2025-10-10 14:07:08.373570,1,197.36,Sports,0.0,197.36
16554,1498,65,2025-10-10 14:07:08.373570,3,67.75,Home,0.1,182.92
16555,2052,104,2025-10-10 14:07:08.373570,1,242.22,Sports,0.1,218.0
16556,1121,137,2025-10-10 14:07:08.373570,1,117.74,Home,0.1,105.97
16557,2507,149,2025-10-10 14:07:08.373570,1,115.08,Clothing,0.0,115.08
16558,3826,67,2025-10-10 14:07:08.373570,2,54.6,Sports,0.0,109.2
16559,3200,170,2025-10-10 14:07:08.373570,1,78.2,Clothing,0.2,62.56
16560,693,174,2025-10-10 14:07:08.373570,2,58.61,Home,0.3,82.05
16561,1657,133,2025-10-10 14:07:08.373570,1,112.08,Home,0.0,112.08
16562,918,37,2025-10-10 14:07:08.373570,1,477.02,Electronics,0.0,477.02
16563,4514,77,2025-10-10 14:07:08.373570,1,155.43,Beauty,0.0,155.43
16564,417,29,2025-10-10 14:07:08.373570,1,212.25,Beauty,0.0,212.25
16565,2585,92,2025-10-10 14:07:08.373570,2,448.87,Beauty,0.0,897.74
16566,3182,49,2025-10-10 14:07:08.373570,4,453.63,Home,0.0,1814.52
16567,4402,153,2025-10-10 14:07:08.373570,1,496.37,Sports,0.1,446.73
16568,2387,138,2025-10-10 14:07:08.373570,1,190.47,Clothing,0.3,133.33
16569,1796,98,2025-10-10 14:07:08.373570,1,134.47,Sports,0.1,121.02
16570,72,15,2025-10-10 14:07:08.373570,1,69.58,Clothing,0.0,69.58
16571,1837,158,2025-10-10 14:07:08.373570,1,288.88,Sports,0.0,288.88
16572,3188,187,2025-10-10 14:07:08.373570,1,131.2,Beauty,0.0,131.2
16573,2890,55,2025-10-10 14:07:08.373570,1,223.34,Clothing,0.0,223.34
16574,4636,55,2025-10-10 14:07:08.373570,3,223.34,Clothing,0.0,670.02
16575,1718,197,2025-10-10 14:07:08.373570,1,478.0,Sports,0.3,334.6
16576,3258,142,2025-10-10 14:07:08.373570,1,380.0,Electronics,0.0,380.0
16577,4949,111,2025-10-10 14:07:08.373570,1,327.89,Home,0.0,327.89
16578,763,184,2025-10-10 14:07:08.373570,3,149.79,Home,0.1,404.43
16579,2955,61,2025-10-10 14:07:08.373570,1,61.36,Clothing,0.0,61.36
16580,3216,5,2025-10-10 14:07:08.373570,1,28.25,Beauty,0.1,25.42
16581,4348,6,2025-10-10 14:07:08.373570,2,22.91,Clothing,0.0,45.82
16582,863,141,2025-10-10 14:07:08.373570,1,227.53,Electronics,0.0,227.53
16583,4268,168,2025-10-10 14:07:08.373570,1,227.75,Home,0.2,182.2
16584,4337,187,2025-10-10 14:07:08.373570,2,131.2,Beauty,0.0,262.4
16585,3995,13,2025-10-10 14:07:08.373570,1,359.39,Beauty,0.1,323.45
16586,337,46,2025-10-10 14:07:08.373570,1,310.12,Electronics,0.2,248.1
16587,4850,97,2025-10-10 14:07:08.373570,2,210.48,Sports,0.0,420.96
16588,80,128,2025-10-10 14:07:08.373570,2,452.36,Home,0.0,904.72
16589,2817,151,2025-10-10 14:07:08.373570,1,446.81,Clothing,0.0,446.81
16590,3319,149,2025-10-10 14:07:08.373570,1,115.08,Clothing,0.3,80.56
16591,2171,72,2025-10-10 14:07:08.373570,1,222.69,Electronics,0.2,178.15
16592,2752,34,2025-10-10 14:07:08.373570,1,25.08,Beauty,0.0,25.08
16593,1957,53,2025-10-10 14:07:08.373570,2,155.29,Sports,0.0,310.58
16594,4503,31,2025-10-10 14:07:08.373570,1,295.45,Home,0.3,206.81
16595,3611,84,2025-10-10 14:07:08.373570,1,413.62,Beauty,0.0,413.62
16596,1893,194,2025-10-10 14:07:08.373570,1,129.22,Beauty,0.0,129.22
16597,3672,88,2025-10-10 14:07:08.373570,5,281.38,Electronics,0.0,1406.9
16598,2522,127,2025-10-10 14:07:08.373570,1,311.24,Electronics,0.0,311.24
16599,4696,75,2025-10-10 14:07:08.373570,2,318.7,Sports,0.0,637.4
16600,863,196,2025-10-10 14:07:08.373570,1,43.49,Beauty,0.0,43.49
16601,2777,154,2025-10-10 14:07:08.373570,2,342.9,Electronics,0.0,685.8
16602,179,142,2025-10-10 14:07:08.373570,2,380.0,Electronics,0.0,760.0
16603,130,84,2025-10-10 14:07:08.373570,1,413.62,Beauty,0.2,330.9
16604,1277,100,2025-10-10 14:07:08.373570,2,353.09,Beauty,0.1,635.56
16605,1095,153,2025-10-10 14:07:08.373570,1,496.37,Sports,0.0,496.37
16606,3440,103,2025-10-10 14:07:08.373570,1,54.62,Beauty,0.1,49.16
16607,1111,74,2025-10-10 14:07:08.373570,3,299.25,Clothing,0.0,897.75
16608,861,192,2025-10-10 14:07:08.373570,1,44.89,Clothing,0.0,44.89
16609,3678,69,2025-10-10 14:07:08.373570,1,32.82,Beauty,0.0,32.82
16610,413,68,2025-10-10 14:07:08.373570,1,123.21,Sports,0.0,123.21
16611,927,113,2025-10-10 14:07:08.373570,1,376.68,Clothing,0.0,376.68
16612,3498,148,2025-10-10 14:07:08.373570,2,473.11,Electronics,0.0,946.22
16613,2754,126,2025-10-10 14:07:08.373570,2,152.46,Sports,0.1,274.43
16614,335,43,2025-10-10 14:07:08.373570,4,285.7,Beauty,0.1,1028.52
16615,2045,133,2025-10-10 14:07:08.373570,1,112.08,Home,0.1,100.87
16616,1552,93,2025-10-10 14:07:08.373570,2,403.31,Home,0.0,806.62
16617,691,140,2025-10-11 14:07:08.373570,3,480.13,Home,0.0,1440.39
16618,4854,59,2025-10-11 14:07:08.373570,2,377.49,Electronics,0.0,754.98
16619,1062,162,2025-10-11 14:07:08.373570,3,274.02,Electronics,0.2,657.65
16620,4512,44,2025-10-11 14:07:08.373570,2,244.73,Sports,0.0,489.46
16621,1286,81,2025-10-11 14:07:08.373570,1,488.48,Electronics,0.1,439.63
16622,115,40,2025-10-11 14:07:08.373570,1,219.64,Electronics,0.2,175.71
16623,4406,130,2025-10-11 14:07:08.373570,2,330.27,Clothing,0.0,660.54
16624,3635,189,2025-10-11 14:07:08.373570,1,225.33,Sports,0.0,225.33
16625,736,21,2025-10-11 14:07:08.373570,5,313.94,Clothing,0.0,1569.7
16626,2033,140,2025-10-11 14:07:08.373570,1,480.13,Home,0.0,480.13
16627,3170,193,2025-10-11 14:07:08.373570,2,401.36,Home,0.2,642.18
16628,4428,78,2025-10-11 14:07:08.373570,3,183.59,Clothing,0.2,440.62
16629,4489,88,2025-10-11 14:07:08.373570,1,281.38,Electronics,0.0,281.38
16630,1925,140,2025-10-11 14:07:08.373570,2,480.13,Home,0.0,960.26
16631,2897,52,2025-10-11 14:07:08.373570,1,434.06,Clothing,0.2,347.25
16632,2418,14,2025-10-11 14:07:08.373570,3,144.02,Beauty,0.1,388.85
16633,4669,146,2025-10-11 14:07:08.373570,2,448.21,Home,0.0,896.42
16634,4998,152,2025-10-11 14:07:08.373570,1,425.36,Sports,0.0,425.36
16635,690,154,2025-10-11 14:07:08.373570,2,342.9,Electronics,0.0,685.8
16636,1056,189,2025-10-11 14:07:08.373570,1,225.33,Sports,0.0,225.33
16637,2451,196,2025-10-11 14:07:08.373570,1,43.49,Beauty,0.0,43.49
16638,3444,64,2025-10-11 14:07:08.373570,3,485.94,Sports,0.0,1457.82
16639,1645,168,2025-10-11 14:07:08.373570,1,227.75,Home,0.0,227.75
16640,4412,157,2025-10-11 14:07:08.373570,1,423.77,Sports,0.0,423.77
16641,3210,146,2025-10-11 14:07:08.373570,1,448.21,Home,0.0,448.21
16642,4720,196,2025-10-11 14:07:08.373570,1,43.49,Beauty,0.0,43.49
16643,1704,59,2025-10-11 14:07:08.373570,1,377.49,Electronics,0.2,301.99
16644,3407,123,2025-10-11 14:07:08.373570,2,75.92,Beauty,0.2,121.47
16645,4443,97,2025-10-11 14:07:08.373570,1,210.48,Sports,0.2,168.38
16646,3103,184,2025-10-11 14:07:08.373570,3,149.79,Home,0.3,314.56
16647,784,109,2025-10-11 14:07:08.373570,1,207.84,Home,0.0,207.84
16648,1052,66,2025-10-11 14:07:08.373570,1,479.54,Sports,0.0,479.54
16649,429,115,2025-10-11 14:07:08.373570,1,272.91,Electronics,0.0,272.91
16650,1896,12,2025-10-11 14:07:08.373570,2,261.31,Clothing,0.0,522.62
16651,1189,22,2025-10-11 14:07:08.373570,1,276.66,Clothing,0.1,248.99
16652,1451,190,2025-10-11 14:07:08.373570,2,155.95,Clothing,0.0,311.9
16653,1353,154,2025-10-11 14:07:08.373570,1,342.9,Electronics,0.0,342.9
16654,839,142,2025-10-11 14:07:08.373570,1,380.0,Electronics,0.1,342.0
16655,2364,9,2025-10-11 14:07:08.373570,2,400.19,Home,0.0,800.38
16656,832,7,2025-10-11 14:07:08.373570,4,372.17,Sports,0.0,1488.68
16657,4924,105,2025-10-11 14:07:08.373570,3,104.91,Clothing,0.0,314.73
16658,99,175,2025-10-11 14:07:08.373570,3,455.35,Beauty,0.2,1092.84
16659,1967,186,2025-10-11 14:07:08.373570,1,477.63,Clothing,0.1,429.87
16660,4774,20,2025-10-11 14:07:08.373570,1,252.12,Electronics,0.0,252.12
16661,193,79,2025-10-11 14:07:08.373570,1,453.92,Clothing,0.0,453.92
16662,3106,184,2025-10-11 14:07:08.373570,1,149.79,Home,0.0,149.79
16663,4758,171,2025-10-11 14:07:08.373570,1,11.66,Electronics,0.0,11.66
16664,4190,114,2025-10-11 14:07:08.373570,1,435.69,Sports,0.2,348.55
16665,3784,98,2025-10-11 14:07:08.373570,1,134.47,Sports,0.2,107.58
16666,4423,188,2025-10-11 14:07:08.373570,1,368.51,Clothing,0.0,368.51
16667,770,180,2025-10-11 14:07:08.373570,1,388.18,Sports,0.1,349.36
16668,3678,115,2025-10-11 14:07:08.373570,1,272.91,Electronics,0.3,191.04
16669,2444,194,2025-10-11 14:07:08.373570,4,129.22,Beauty,0.0,516.88
16670,2026,20,2025-10-11 14:07:08.373570,2,252.12,Electronics,0.0,504.24
16671,870,141,2025-10-11 14:07:08.373570,2,227.53,Electronics,0.0,455.06
16672,3867,25,2025-10-11 14:07:08.373570,1,271.75,Electronics,0.0,271.75
16673,1122,121,2025-10-11 14:07:08.373570,1,465.25,Beauty,0.0,465.25
16674,2982,36,2025-10-11 14:07:08.373570,3,381.81,Home,0.1,1030.89
16675,3577,3,2025-10-11 14:07:08.373570,1,156.04,Sports,0.2,124.83
16676,3360,47,2025-10-11 14:07:08.373570,1,371.6,Electronics,0.1,334.44
16677,1754,140,2025-10-11 14:07:08.373570,2,480.13,Home,0.0,960.26
16678,2110,188,2025-10-11 14:07:08.373570,3,368.51,Clothing,0.0,1105.53
16679,4832,28,2025-10-11 14:07:08.373570,1,221.81,Electronics,0.0,221.81
16680,4728,75,2025-10-11 14:07:08.373570,1,318.7,Sports,0.0,318.7
16681,1081,81,2025-10-11 14:07:08.373570,3,488.48,Electronics,0.0,1465.44
16682,560,142,2025-10-11 14:07:08.373570,1,380.0,Electronics,0.0,380.0
16683,3979,31,2025-10-11 14:07:08.373570,1,295.45,Home,0.1,265.9
16684,4717,197,2025-10-11 14:07:08.373570,1,478.0,Sports,0.1,430.2
16685,2350,111,2025-10-11 14:07:08.373570,1,327.89,Home,0.0,327.89
16686,57,194,2025-10-11 14:07:08.373570,3,129.22,Beauty,0.0,387.66
16687,1460,60,2025-10-11 14:07:08.373570,1,259.85,Home,0.0,259.85
16688,1591,103,2025-10-11 14:07:08.373570,4,54.62,Beauty,0.1,196.63
16689,150,77,2025-10-11 14:07:08.373570,3,155.43,Beauty,0.0,466.29
16690,3990,20,2025-10-11 14:07:08.373570,1,252.12,Electronics,0.1,226.91
16691,324,11,2025-10-11 14:07:08.373570,1,231.97,Electronics,0.3,162.38
16692,2557,106,2025-10-11 14:07:08.373570,3,112.11,Beauty,0.3,235.43
16693,2408,132,2025-10-11 14:07:08.373570,1,267.35,Clothing,0.0,267.35
16694,2731,180,2025-10-11 14:07:08.373570,2,388.18,Sports,0.0,776.36
16695,1404,47,2025-10-11 14:07:08.373570,4,371.6,Electronics,0.0,1486.4
16696,1424,122,2025-10-11 14:07:08.373570,2,438.41,Sports,0.0,876.82
16697,3306,195,2025-10-11 14:07:08.373570,2,365.45,Electronics,0.2,584.72
16698,3668,139,2025-10-11 14:07:08.373570,1,188.37,Home,0.0,188.37
16699,4554,116,2025-10-11 14:07:08.373570,1,378.42,Sports,0.0,378.42
16700,4385,50,2025-10-11 14:07:08.373570,1,210.64,Home,0.1,189.58
16701,2655,151,2025-10-11 14:07:08.373570,1,446.81,Clothing,0.0,446.81
16702,236,190,2025-10-11 14:07:08.373570,1,155.95,Clothing,0.3,109.16
16703,4352,53,2025-10-11 14:07:08.373570,1,155.29,Sports,0.2,124.23
16704,4033,95,2025-10-11 14:07:08.373570,2,390.62,Electronics,0.0,781.24
16705,281,142,2025-10-11 14:07:08.373570,1,380.0,Electronics,0.1,342.0
16706,1317,47,2025-10-11 14:07:08.373570,1,371.6,Electronics,0.1,334.44
16707,1042,18,2025-10-11 14:07:08.373570,1,226.82,Clothing,0.0,226.82
16708,4495,67,2025-10-11 14:07:08.373570,1,54.6,Sports,0.0,54.6
16709,3012,109,2025-10-11 14:07:08.373570,4,207.84,Home,0.0,831.36
16710,4643,103,2025-10-11 14:07:08.373570,1,54.62,Beauty,0.0,54.62
16711,4932,151,2025-10-11 14:07:08.373570,1,446.81,Clothing,0.0,446.81
16712,256,95,2025-10-11 14:07:08.373570,2,390.62,Electronics,0.2,624.99
16713,3084,188,2025-10-11 14:07:08.373570,1,368.51,Clothing,0.0,368.51
16714,1897,187,2025-10-11 14:07:08.373570,1,131.2,Beauty,0.0,131.2
16715,418,88,2025-10-11 14:07:08.373570,1,281.38,Electronics,0.0,281.38
16716,2523,50,2025-10-11 14:07:08.373570,1,210.64,Home,0.2,168.51
16717,1945,189,2025-10-11 14:07:08.373570,2,225.33,Sports,0.1,405.59
16718,1996,145,2025-10-11 14:07:08.373570,1,290.22,Beauty,0.1,261.2
16719,3797,124,2025-10-11 14:07:08.373570,2,94.67,Beauty,0.0,189.34
16720,434,54,2025-10-11 14:07:08.373570,2,88.05,Beauty,0.0,176.1
16721,61,91,2025-10-11 14:07:08.373570,2,46.76,Clothing,0.1,84.17
16722,3219,9,2025-10-11 14:07:08.373570,5,400.19,Home,0.0,2000.95
16723,3032,160,2025-10-11 14:07:08.373570,3,467.93,Electronics,0.0,1403.79
16724,1005,22,2025-10-11 14:07:08.373570,3,276.66,Clothing,0.0,829.98
16725,3732,40,2025-10-11 14:07:08.373570,1,219.64,Electronics,0.1,197.68
16726,1246,78,2025-10-11 14:07:08.373570,1,183.59,Clothing,0.3,128.51
16727,627,101,2025-10-11 14:07:08.373570,1,278.39,Beauty,0.0,278.39
16728,3476,52,2025-10-11 14:07:08.373570,3,434.06,Clothing,0.3,911.53
16729,721,156,2025-10-11 14:07:08.373570,1,415.21,Electronics,0.0,415.21
16730,1122,172,2025-10-11 14:07:08.373570,1,130.19,Beauty,0.1,117.17
16731,4555,182,2025-10-11 14:07:08.373570,3,310.94,Sports,0.0,932.82
16732,3794,104,2025-10-11 14:07:08.373570,1,242.22,Sports,0.0,242.22
16733,2900,48,2025-10-11 14:07:08.373570,1,385.97,Beauty,0.0,385.97
16734,3394,22,2025-10-11 14:07:08.373570,1,276.66,Clothing,0.0,276.66
16735,775,104,2025-10-11 14:07:08.373570,1,242.22,Sports,0.0,242.22
16736,4187,163,2025-10-11 14:07:08.373570,1,228.6,Home,0.0,228.6
16737,3855,45,2025-10-11 14:07:08.373570,2,61.23,Beauty,0.0,122.46
16738,339,28,2025-10-11 14:07:08.373570,2,221.81,Electronics,0.2,354.9
16739,4294,67,2025-10-11 14:07:08.373570,1,54.6,Sports,0.0,54.6
16740,1976,86,2025-10-11 14:07:08.373570,1,495.49,Home,0.0,495.49
16741,3553,38,2025-10-11 14:07:08.373570,2,36.53,Electronics,0.2,58.45
16742,2492,181,2025-10-11 14:07:08.373570,1,438.77,Home,0.0,438.77
16743,3960,103,2025-10-11 14:07:08.373570,1,54.62,Beauty,0.0,54.62
16744,1628,87,2025-10-11 14:07:08.373570,3,241.42,Home,0.1,651.83
16745,4108,6,2025-10-11 14:07:08.373570,2,22.91,Clothing,0.0,45.82
16746,732,142,2025-10-11 14:07:08.373570,1,380.0,Electronics,0.0,380.0
16747,1911,36,2025-10-11 14:07:08.373570,1,381.81,Home,0.0,381.81
16748,2565,51,2025-10-11 14:07:08.373570,2,477.01,Home,0.0,954.02
16749,4883,87,2025-10-11 14:07:08.373570,2,241.42,Home,0.0,482.84
16750,2376,77,2025-10-11 14:07:08.373570,2,155.43,Beauty,0.2,248.69
16751,2284,44,2025-10-11 14:07:08.373570,6,244.73,Sports,0.0,1468.38
16752,2597,45,2025-10-11 14:07:08.373570,1,61.23,Beauty,0.0,61.23
16753,28,115,2025-10-11 14:07:08.373570,1,272.91,Electronics,0.0,272.91
16754,1195,112,2025-10-11 14:07:08.373570,1,436.88,Beauty,0.0,436.88
16755,4293,169,2025-10-11 14:07:08.373570,3,298.58,Home,0.0,895.74
16756,2800,6,2025-10-11 14:07:08.373570,3,22.91,Clothing,0.0,68.73
16757,1752,110,2025-10-11 14:07:08.373570,2,111.8,Home,0.3,156.52
16758,2680,92,2025-10-11 14:07:08.373570,2,448.87,Beauty,0.0,897.74
16759,134,135,2025-10-11 14:07:08.373570,1,281.99,Sports,0.2,225.59
16760,2933,95,2025-10-11 14:07:08.373570,1,390.62,Electronics,0.0,390.62
16761,3292,93,2025-10-11 14:07:08.373570,1,403.31,Home,0.0,403.31
16762,2176,47,2025-10-11 14:07:08.373570,1,371.6,Electronics,0.0,371.6
16763,2828,161,2025-10-11 14:07:08.373570,1,221.74,Home,0.0,221.74
16764,1423,107,2025-10-11 14:07:08.373570,2,334.04,Clothing,0.0,668.08
16765,3647,22,2025-10-11 14:07:08.373570,1,276.66,Clothing,0.1,248.99
16766,4981,67,2025-10-11 14:07:08.373570,3,54.6,Sports,0.0,163.8
16767,500,104,2025-10-11 14:07:08.373570,2,242.22,Sports,0.1,436.0
16768,2980,13,2025-10-11 14:07:08.373570,1,359.39,Beauty,0.0,359.39
16769,1031,56,2025-10-11 14:07:08.373570,1,206.93,Home,0.0,206.93
16770,4315,77,2025-10-11 14:07:08.373570,3,155.43,Beauty,0.0,466.29
16771,945,12,2025-10-11 14:07:08.373570,1,261.31,Clothing,0.0,261.31
16772,4758,5,2025-10-11 14:07:08.373570,4,28.25,Beauty,0.0,113.0
16773,1332,183,2025-10-11 14:07:08.373570,1,102.22,Electronics,0.0,102.22
16774,555,127,2025-10-11 14:07:08.373570,1,311.24,Electronics,0.0,311.24
16775,171,76,2025-10-11 14:07:08.373570,1,424.26,Beauty,0.2,339.41
16776,3189,74,2025-10-11 14:07:08.373570,5,299.25,Clothing,0.0,1496.25
16777,3750,15,2025-10-11 14:07:08.373570,1,69.58,Clothing,0.2,55.66
16778,603,66,2025-10-11 14:07:08.373570,1,479.54,Sports,0.0,479.54
16779,211,38,2025-10-11 14:07:08.373570,1,36.53,Electronics,0.1,32.88
16780,749,98,2025-10-11 14:07:08.373570,3,134.47,Sports,0.0,403.41
16781,3408,55,2025-10-11 14:07:08.373570,1,223.34,Clothing,0.0,223.34
16782,1228,183,2025-10-11 14:07:08.373570,1,102.22,Electronics,0.0,102.22
16783,3891,47,2025-10-11 14:07:08.373570,1,371.6,Electronics,0.1,334.44
16784,4887,104,2025-10-11 14:07:08.373570,1,242.22,Sports,0.1,218.0
16785,4275,14,2025-10-11 14:07:08.373570,1,144.02,Beauty,0.0,144.02
16786,1394,143,2025-10-11 14:07:08.373570,2,377.9,Electronics,0.0,755.8
16787,3320,163,2025-10-11 14:07:08.373570,6,228.6,Home,0.0,1371.6
16788,4846,159,2025-10-11 14:07:08.373570,1,197.36,Sports,0.1,177.62
16789,4342,162,2025-10-11 14:07:08.373570,1,274.02,Electronics,0.1,246.62
16790,2142,7,2025-10-11 14:07:08.373570,1,372.17,Sports,0.0,372.17
16791,2448,38,2025-10-11 14:07:08.373570,1,36.53,Electronics,0.0,36.53
16792,416,127,2025-10-11 14:07:08.373570,2,311.24,Electronics,0.0,622.48
16793,1468,129,2025-10-11 14:07:08.373570,3,481.52,Sports,0.0,1444.56
16794,1429,14,2025-10-11 14:07:08.373570,1,144.02,Beauty,0.1,129.62
16795,4350,25,2025-10-11 14:07:08.373570,2,271.75,Electronics,0.1,489.15
16796,2500,117,2025-10-11 14:07:08.373570,3,78.63,Beauty,0.3,165.12
16797,519,136,2025-10-11 14:07:08.373570,2,373.8,Clothing,0.0,747.6
16798,747,168,2025-10-11 14:07:08.373570,1,227.75,Home,0.0,227.75
16799,2374,6,2025-10-11 14:07:08.373570,3,22.91,Clothing,0.1,61.86
16800,4372,79,2025-10-11 14:07:08.373570,1,453.92,Clothing,0.1,408.53
16801,4268,20,2025-10-11 14:07:08.373570,1,252.12,Electronics,0.1,226.91
16802,2348,81,2025-10-11 14:07:08.373570,3,488.48,Electronics,0.0,1465.44
16803,2388,68,2025-10-12 14:07:08.373570,1,123.21,Sports,0.2,98.57
16804,1080,193,2025-10-12 14:07:08.373570,4,401.36,Home,0.0,1605.44
16805,3839,40,2025-10-12 14:07:08.373570,1,219.64,Electronics,0.0,219.64
16806,2503,150,2025-10-12 14:07:08.373570,1,46.34,Clothing,0.0,46.34
16807,3300,15,2025-10-12 14:07:08.373570,1,69.58,Clothing,0.0,69.58
16808,1086,153,2025-10-12 14:07:08.373570,1,496.37,Sports,0.0,496.37
16809,3313,64,2025-10-12 14:07:08.373570,1,485.94,Sports,0.0,485.94
16810,1408,179,2025-10-12 14:07:08.373570,1,16.85,Home,0.2,13.48
16811,3518,160,2025-10-12 14:07:08.373570,2,467.93,Electronics,0.0,935.86
16812,4900,170,2025-10-12 14:07:08.373570,1,78.2,Clothing,0.0,78.2
16813,2542,145,2025-10-12 14:07:08.373570,2,290.22,Beauty,0.1,522.4
16814,456,126,2025-10-12 14:07:08.373570,1,152.46,Sports,0.0,152.46
16815,1563,162,2025-10-12 14:07:08.373570,2,274.02,Electronics,0.2,438.43
16816,1375,197,2025-10-12 14:07:08.373570,2,478.0,Sports,0.0,956.0
16817,4181,47,2025-10-12 14:07:08.373570,1,371.6,Electronics,0.0,371.6
16818,1588,170,2025-10-12 14:07:08.373570,2,78.2,Clothing,0.0,156.4
16819,1370,94,2025-10-12 14:07:08.373570,3,78.37,Clothing,0.0,235.11
16820,2559,50,2025-10-12 14:07:08.373570,5,210.64,Home,0.2,842.56
16821,4859,109,2025-10-12 14:07:08.373570,1,207.84,Home,0.0,207.84
16822,1144,181,2025-10-12 14:07:08.373570,2,438.77,Home,0.0,877.54
16823,4521,14,2025-10-12 14:07:08.373570,3,144.02,Beauty,0.0,432.06
16824,2251,67,2025-10-12 14:07:08.373570,1,54.6,Sports,0.0,54.6
16825,958,20,2025-10-12 14:07:08.373570,1,252.12,Electronics,0.0,252.12
16826,809,189,2025-10-12 14:07:08.373570,3,225.33,Sports,0.0,675.99
16827,1313,151,2025-10-12 14:07:08.373570,1,446.81,Clothing,0.0,446.81
16828,4836,23,2025-10-12 14:07:08.373570,1,372.5,Clothing,0.0,372.5
16829,38,149,2025-10-12 14:07:08.373570,2,115.08,Clothing,0.0,230.16
16830,3218,172,2025-10-12 14:07:08.373570,1,130.19,Beauty,0.0,130.19
16831,2486,133,2025-10-12 14:07:08.373570,1,112.08,Home,0.0,112.08
16832,1073,52,2025-10-12 14:07:08.373570,1,434.06,Clothing,0.0,434.06
16833,3389,167,2025-10-12 14:07:08.373570,2,442.2,Home,0.3,619.08
16834,528,22,2025-10-12 14:07:08.373570,2,276.66,Clothing,0.0,553.32
16835,4693,69,2025-10-12 14:07:08.373570,1,32.82,Beauty,0.0,32.82
16836,4908,196,2025-10-12 14:07:08.373570,1,43.49,Beauty,0.0,43.49
16837,1567,149,2025-10-12 14:07:08.373570,1,115.08,Clothing,0.0,115.08
16838,1524,133,2025-10-12 14:07:08.373570,2,112.08,Home,0.0,224.16
16839,4777,189,2025-10-12 14:07:08.373570,1,225.33,Sports,0.0,225.33
16840,3045,77,2025-10-12 14:07:08.373570,3,155.43,Beauty,0.1,419.66
16841,3746,124,2025-10-12 14:07:08.373570,1,94.67,Beauty,0.0,94.67
16842,1498,11,2025-10-12 14:07:08.373570,1,231.97,Electronics,0.0,231.97
16843,4234,67,2025-10-12 14:07:08.373570,1,54.6,Sports,0.0,54.6
16844,925,68,2025-10-12 14:07:08.373570,2,123.21,Sports,0.0,246.42
16845,2214,113,2025-10-12 14:07:08.373570,1,376.68,Clothing,0.3,263.68
16846,3047,137,2025-10-12 14:07:08.373570,2,117.74,Home,0.0,235.48
16847,2190,94,2025-10-12 14:07:08.373570,3,78.37,Clothing,0.3,164.58
16848,4839,51,2025-10-12 14:07:08.373570,5,477.01,Home,0.3,1669.54
16849,3825,60,2025-10-12 14:07:08.373570,3,259.85,Home,0.0,779.55
16850,3786,45,2025-10-12 14:07:08.373570,4,61.23,Beauty,0.2,195.94
16851,2102,188,2025-10-12 14:07:08.373570,1,368.51,Clothing,0.0,368.51
16852,2202,58,2025-10-12 14:07:08.373570,2,295.86,Clothing,0.0,591.72
16853,2274,76,2025-10-12 14:07:08.373570,1,424.26,Beauty,0.0,424.26
16854,2727,182,2025-10-12 14:07:08.373570,2,310.94,Sports,0.3,435.32
16855,3233,49,2025-10-12 14:07:08.373570,1,453.63,Home,0.0,453.63
16856,1773,141,2025-10-12 14:07:08.373570,1,227.53,Electronics,0.0,227.53
16857,2096,149,2025-10-12 14:07:08.373570,1,115.08,Clothing,0.0,115.08
16858,4482,21,2025-10-12 14:07:08.373570,5,313.94,Clothing,0.0,1569.7
16859,249,155,2025-10-12 14:07:08.373570,1,468.98,Sports,0.0,468.98
16860,26,69,2025-10-12 14:07:08.373570,2,32.82,Beauty,0.3,45.95
16861,3217,81,2025-10-12 14:07:08.373570,1,488.48,Electronics,0.0,488.48
16862,2057,55,2025-10-12 14:07:08.373570,1,223.34,Clothing,0.0,223.34
16863,2548,85,2025-10-12 14:07:08.373570,5,210.82,Electronics,0.0,1054.1
16864,1349,193,2025-10-12 14:07:08.373570,2,401.36,Home,0.0,802.72
16865,1958,16,2025-10-12 14:07:08.373570,2,282.47,Electronics,0.0,564.94
16866,2225,150,2025-10-12 14:07:08.373570,2,46.34,Clothing,0.0,92.68
16867,3542,87,2025-10-12 14:07:08.373570,4,241.42,Home,0.0,965.68
16868,531,148,2025-10-12 14:07:08.373570,2,473.11,Electronics,0.0,946.22
16869,4486,128,2025-10-12 14:07:08.373570,1,452.36,Home,0.0,452.36
16870,1344,177,2025-10-12 14:07:08.373570,2,110.25,Home,0.3,154.35
16871,919,72,2025-10-12 14:07:08.373570,1,222.69,Electronics,0.0,222.69
16872,2081,46,2025-10-12 14:07:08.373570,1,310.12,Electronics,0.0,310.12
16873,577,49,2025-10-12 14:07:08.373570,2,453.63,Home,0.1,816.53
16874,173,105,2025-10-12 14:07:08.373570,2,104.91,Clothing,0.2,167.86
16875,4184,102,2025-10-12 14:07:08.373570,1,308.69,Beauty,0.0,308.69
16876,233,66,2025-10-12 14:07:08.373570,2,479.54,Sports,0.0,959.08
