customer_id,age,region
2081,35,Central
2082,42,East
2083,18,Central
2084,18,Central
2085,28,North
2086,20,Central
2087,28,West
2088,33,East
2089,29,South
2090,52,South
2091,38,North
2092,38,South
2093,42,South
2094,21,East
2095,47,East
2096,34,West
2097,43,North
2098,22,South
2099,18,West
2100,44,North
2101,39,South
2102,24,South
2103,24,East
2104,48,Central
2105,20,North
2106,54,South
2107,24,North
2108,42,West
2109,31,West
2110,42,Central
2111,28,South
2112,33,East
2113,35,South
2114,22,North
2115,43,West
2116,28,North
2117,32,Central
2118,23,West
2119,18,East
2120,32,West
2121,63,South
2122,44,South
2123,34,West
2124,31,Central
2125,35,South
2126,41,South
2127,20,East
2128,48,West
2129,43,South
2130,43,Central
2131,40,North
2132,35,West
2133,43,East
2134,42,South
2135,30,Central
2136,28,West
2137,36,Central
2138,53,Central
2139,20,East
2140,18,West
2141,36,South
2142,35,East
2143,37,South
2144,37,North
2145,32,Central
2146,52,North
2147,18,Central
2148,25,East
2149,33,South
2150,18,South
2151,32,East
2152,54,West
2153,35,North
2154,37,North
2155,19,South
2156,27,South
2157,30,South
2158,31,East
2159,50,West
2160,41,North
2161,21,Central
2162,37,East
2163,40,North
2164,48,West
2165,53,East
2166,22,North
2167,25,East
2168,19,North
2169,32,North
2170,40,West
2171,46,Central
2172,34,West
2173,31,North
2174,36,East
2175,24,West
2176,60,Central
2177,18,North
2178,37,West
2179,59,West
2180,35,West
2181,32,West
2182,30,East
2183,32,Central
2184,51,Central
2185,18,North
2186,53,South
2187,18,East
2188,31,North
2189,29,North
2190,42,West
2191,18,South
2192,40,South
2193,59,East
2194,18,South
2195,37,North
2196,27,South
2197,40,South
2198,35,Central
2199,27,North
2200,40,South
2201,56,South
2202,32,West
2203,43,South
2204,19,South
2205,23,Central
2206,40,North
2207,52,East
2208,39,North
2209,31,West
2210,34,North
2211,19,South
2212,42,West
2213,45,North
2214,29,West
2215,29,East
2216,38,North
2217,29,South
2218,34,West
2219,60,Central
2220,32,West
2221,30,Central
2222,27,South
2223,43,East
2224,32,Central
2225,27,East
2226,50,West
2227,52,South
2228,27,Central
2229,18,West
2230,47,North
2231,26,West
2232,44,East
2233,18,South
2234,45,South
2235,20,West
2236,43,North
2237,35,East
2238,23,West
2239,30,West
2240,43,South
2241,36,East
2242,42,North
2243,58,South
2244,18,West
2245,54,South
2246,36,South
2247,24,Central
2248,19,South
2249,32,South
2250,46,East
2251,33,South
2252,53,North
2253,18,West
2254,34,East
2255,19,South
2256,39,North
2257,45,West
2258,29,East
2259,18,North
2260,37,South
2261,40,Central
2262,39,Central
2263,49,East
2264,22,North
2265,43,West
2266,49,North
2267,18,Central
2268,38,East
2269,28,South
2270,34,North
2271,39,Central
2272,29,West
2273,26,East
2274,35,South
2275,21,North
2276,21,West
2277,43,South
2278,21,Central
2279,42,Central
2280,40,West
2281,18,Central
2282,26,East
2283,49,West
2284,23,Central
2285,29,North
2286,40,Central
2287,44,East
2288,31,South
2289,27,South
2290,52,Central
2291,55,South
2292,46,Central
2293,36,East
2294,25,South
2295,25,North
2296,41,Central
2297,40,South
2298,51,East
2299,42,East
2300,18,North
2301,47,East
2302,23,East
2303,30,South
2304,38,Central
2305,58,West
2306,72,East
2307,42,East
2308,32,West
2309,41,East
2310,45,South
2311,31,South
2312,56,West
2313,37,East
2314,40,East
2315,42,Central
2316,40,East
2317,45,South
2318,27,North
2319,28,North
2320,21,North
2321,40,North
2322,44,East
2323,40,East
2324,55,Central
2325,34,East
2326,43,North
2327,21,West
2328,30,West
2329,43,South
2330,45,South
2331,31,East
2332,34,West
2333,18,North
2334,30,North
2335,45,North
2336,41,East
2337,41,East
2338,35,Central
2339,35,North
2340,27,North
2341,43,East
2342,40,East
2343,40,Central
2344,28,Central
2345,18,South
2346,48,West
2347,29,North
2348,24,North
2349,43,Central
2350,30,Central
2351,47,South
2352,42,West
2353,43,South
2354,18,West
2355,49,North
2356,38,South
2357,30,Central
2358,36,South
2359,18,South
2360,39,North
2361,22,Central
2362,18,Central
2363,18,East
2364,48,East
2365,27,East
2366,53,North
2367,28,South
2368,18,Central
2369,21,Central
2370,49,South
2371,33,Central
2372,28,South
2373,36,North
2374,41,North
2375,48,North
2376,52,South
2377,30,South
2378,19,West
2379,30,Central
2380,38,Central
2381,23,West
2382,23,West
2383,39,North
2384,34,West
2385,35,South
2386,25,East
2387,32,South
2388,23,West
2389,45,Central
2390,47,South
2391,18,Central
2392,23,South
2393,18,Central
2394,27,South
2395,33,Central
2396,18,East
2397,23,North
2398,22,South
2399,37,East
2400,35,North
2401,26,South
2402,37,East
2403,28,East
2404,31,East
2405,55,West
2406,51,Central
2407,19,North
2408,44,Central
2409,44,Central
2410,21,Central
2411,44,East
2412,53,Central
2413,21,West
2414,23,South
2415,47,East
2416,38,North
2417,41,South
2418,39,South
2419,39,South
2420,19,Central
2421,47,Central
2422,49,East
2423,32,Central
2424,34,Central
2425,18,Central
2426,41,East
2427,41,East
2428,34,West
2429,48,West
2430,30,West
2431,41,West
2432,22,South
2433,34,South
2434,32,West
2435,37,West
2436,30,North
2437,33,South
2438,44,North
2439,29,North
2440,18,Central
2441,55,East
2442,51,South
2443,19,West
2444,43,West
2445,28,East
2446,38,South
2447,38,West
2448,32,West
2449,25,Central
2450,26,North
2451,24,West
2452,25,South
2453,34,East
2454,26,Central
2455,43,South
2456,52,Central
2457,28,North
2458,37,West
2459,40,South
2460,40,East
2461,35,North
2462,43,North
2463,40,Central
2464,20,North
2465,45,South
2466,45,Central
2467,25,North
2468,35,East
2469,43,South
2470,32,East
2471,47,East
2472,63,Central
2473,25,West
2474,18,Central
2475,38,South
2476,43,South
2477,32,Central
2478,52,West
2479,18,Central
2480,43,South
2481,27,West
2482,55,South
2483,58,West
2484,25,West
2485,28,Central
2486,45,Central
2487,30,Central
2488,34,West
2489,35,West
2490,18,South
2491,34,East
2492,26,Central
2493,29,South
2494,52,South
2495,19,North
2496,44,Central
2497,31,South
2498,31,North
2499,44,Central
2500,39,West
2501,41,North
2502,46,West
2503,31,East
2504,27,East
2505,21,East
2506,25,East
2507,70,South
2508,49,East
2509,18,South
2510,19,South
2511,40,Central
2512,41,South
2513,41,South
2514,31,East
2515,33,South
2516,38,West
2517,36,East
2518,18,North
2519,32,East
2520,24,South
2521,37,West
2522,70,East
2523,39,West
2524,31,North
2525,46,North
2526,40,Central
2527,40,Central
2528,42,East
2529,59,Central
2530,21,West
2531,40,Central
2532,23,West
2533,41,Central
2534,23,Central
2535,29,Central
2536,31,South
2537,46,South
2538,46,Central
2539,20,West
2540,35,East
2541,26,North
2542,19,South
2543,32,Central
2544,31,North
2545,64,South
2546,40,East
2547,18,West
2548,28,Central
2549,47,East
2550,60,South
2551,18,Central
2552,18,North
2553,57,West
2554,39,South
2555,24,West
2556,41,Central
2557,18,East
2558,35,West
2559,38,North
2560,46,South
2561,22,North
2562,36,West
2563,23,East
2564,38,East
2565,24,North
2566,30,Central
2567,23,Central
2568,42,East
2569,45,North
2570,32,North
2571,35,North
2572,18,West
2573,31,Central
2574,34,Central
2575,66,West
2576,21,South
2577,52,West
2578,46,North
2579,38,West
2580,56,North
2581,39,East
2582,39,North
2583,34,Central
2584,49,West
2585,48,North
2586,27,South
2587,19,East
2588,32,South
2589,25,South
2590,34,South
2591,49,East
2592,29,East
2593,34,East
2594,35,East
2595,45,South
2596,18,Central
2597,27,Central
2598,37,East
2599,49,West
2600,29,North
2601,18,West
2602,42,West
2603,27,West
2604,20,Central
2605,27,North
2606,32,West
2607,27,East
2608,18,Central
2609,45,East
2610,50,East
2611,42,West
2612,21,East
2613,32,North
2614,34,East
2615,42,West
2616,43,East
2617,26,Central
2618,35,Central
2619,40,Central
2620,52,South
2621,43,Central
2622,44,Central
2623,36,South
2624,51,Central
2625,39,West
2626,24,Central
2627,51,Central
2628,43,South
2629,29,West
2630,29,East
2631,38,North
2632,40,West
2633,37,East
2634,38,West
2635,55,East
2636,47,East
2637,37,West
2638,46,South
2639,22,West
2640,39,West
2641,56,East
2642,32,North
2643,24,East
2644,27,Central
2645,21,West
2646,25,West
2647,30,South
2648,18,East
2649,35,South
2650,45,West
2651,24,East
2652,53,East
2653,41,Central
2654,47,Central
2655,27,North
2656,45,Central
2657,21,East
2658,45,Central
2659,37,North
2660,41,West
2661,20,Central
2662,24,East
2663,42,West
2664,23,East
2665,40,West
2666,18,East
2667,45,Central
2668,20,Central
2669,41,North
2670,42,West
2671,26,North
2672,41,South
2673,38,Central
2674,28,West
2675,22,North
2676,18,North
2677,39,South
2678,18,North
2679,36,East
2680,31,Central
2681,43,North
2682,31,North
2683,31,South
2684,43,East
2685,39,North
2686,38,Central
2687,40,Central
2688,18,North
2689,44,East
2690,42,Central
2691,22,Central
2692,32,East
2693,34,East
2694,33,North
2695,39,West
2696,52,South
2697,47,West
2698,19,West
2699,42,Central
2700,50,East
2701,39,Central
2702,48,South
2703,59,North
2704,47,South
2705,37,Central
2706,47,Central
2707,36,Central
2708,35,Central
2709,30,West
2710,53,North
2711,25,West
2712,53,Central
2713,40,East
2714,18,West
2715,39,Central
2716,18,Central
2717,42,North
2718,45,South
2719,27,West
2720,36,West
2721,58,West
2722,28,Central
2723,22,North
2724,52,Central
2725,58,Central
2726,35,East
2727,47,North
2728,51,West
2729,26,South
2730,29,West
2731,49,Central
2732,55,North
2733,41,North
2734,24,North
2735,58,East
2736,28,West
2737,30,East
2738,39,South
2739,53,Central
2740,45,East
2741,39,East
2742,40,Central
2743,35,North
2744,41,Central
2745,18,West
2746,31,Central
2747,37,North
2748,21,Central
2749,39,East
2750,32,South
2751,56,East
2752,53,South
2753,29,Central
2754,33,West
2755,34,Central
2756,29,North
2757,37,Central
2758,25,South
2759,21,East
2760,42,West
2761,42,Central
2762,25,Central
2763,45,East
2764,27,West
2765,38,Central
2766,44,Central
2767,34,South
2768,40,South
2769,28,North
2770,32,East
2771,32,West
2772,26,Central
2773,32,Central
2774,18,North
2775,29,Central
2776,31,East
2777,31,North
2778,32,East
2779,34,North
2780,40,Central
2781,45,North
2782,27,South
2783,20,West
2784,22,Central
2785,29,West
2786,30,Central
2787,25,West
2788,19,South
2789,29,West
2790,37,North
2791,42,West
2792,28,Central
2793,30,East
2794,23,West
2795,34,West
2796,24,West
2797,41,Central
2798,18,West
2799,30,Central
2800,38,Central
2801,37,East
2802,67,North
2803,39,Central
2804,22,South
2805,33,West
2806,18,South
2807,34,West
2808,25,East
2809,45,Central
2810,28,North
2811,33,Central
2812,27,West
2813,55,North
2814,31,Central
2815,56,North
2816,44,West
2817,40,East
2818,39,East
2819,39,Central
2820,18,South
2821,31,West
2822,45,Central
2823,34,Central
2824,18,East
2825,34,North
2826,55,West
2827,49,North
2828,34,West
2829,46,South
2830,30,East
2831,18,South
2832,23,Central
2833,53,East
2834,31,Central
2835,32,South
2836,31,West
2837,57,Central
2838,54,North
2839,61,West
2840,33,West
2841,38,South
2842,18,South
2843,52,East
2844,20,East
2845,37,North
2846,21,West
2847,27,North
2848,24,North
2849,27,South
2850,28,North
2851,28,North
2852,45,Central
2853,21,East
2854,37,East
2855,49,West
2856,28,East
2857,26,West
2858,32,Central
2859,49,East
2860,37,Central
2861,28,East
2862,40,East
2863,21,Central
2864,43,North
2865,39,North
2866,31,North
2867,24,North
2868,24,East
2869,41,South
2870,49,Central
2871,27,South
2872,40,South
2873,18,West
2874,27,North
2875,34,East
2876,24,North
2877,23,North
2878,26,South
2879,38,West
2880,32,North
2881,18,Central
2882,18,Central
2883,27,North
2884,40,South
2885,18,South
2886,29,East
2887,28,West
2888,51,South
2889,30,East
2890,39,Central
2891,36,Central
2892,18,Central
2893,44,North
2894,37,West
2895,41,East
2896,80,West
2897,18,North
2898,55,East
2899,31,East
2900,38,South
2901,34,West
2902,29,West
2903,28,South
2904,38,Central
2905,18,North
2906,44,West
2907,30,South
2908,21,East
2909,29,South
2910,50,Central
2911,28,North
2912,39,Central
2913,26,East
2914,44,East
2915,43,East
2916,57,East
2917,32,South
2918,43,East
2919,36,East
2920,50,South
2921,26,East
2922,43,Central
2923,32,Central
2924,34,West
2925,36,Central
2926,38,North
2927,33,North
2928,37,North
2929,53,South
2930,46,Central
2931,45,North
2932,29,West
2933,24,South
2934,46,West
2935,45,Central
2936,52,East
2937,27,West
2938,32,East
2939,18,South
2940,30,West
2941,46,West
2942,29,South
2943,42,South
2944,32,North
2945,38,Central
2946,21,West
2947,36,West
2948,18,South
2949,32,South
2950,18,Central
2951,49,South
2952,44,East
2953,40,East
2954,53,East
2955,23,East
2956,55,Central
2957,46,West
2958,32,East
2959,48,South
2960,21,East
2961,25,Central
2962,27,South
2963,28,East
2964,22,West
2965,49,South
2966,31,South
2967,39,West
2968,28,South
2969,18,East
2970,38,South
2971,18,East
2972,34,West
2973,18,North
2974,58,West
2975,45,East
2976,36,Central
2977,50,West
2978,24,Central
2979,41,Central
2980,37,East
2981,38,East
2982,50,North
2983,43,South
2984,38,West
2985,18,East
2986,23,West
2987,33,Central
2988,36,South
2989,21,North
2990,63,West
2991,53,South
2992,42,North
2993,35,West
2994,32,South
2995,23,East
2996,35,West
2997,38,South
2998,20,North
2999,39,South
3000,33,East
3001,18,West
3002,24,West
3003,30,West
3004,57,East
3005,41,North
3006,18,West
3007,40,North
3008,18,South
3009,47,North
3010,29,North
3011,33,West
3012,50,Central
3013,19,Central
3014,18,East
3015,27,East
3016,47,Central
3017,18,South
3018,18,West
3019,29,West
3020,41,South
3021,49,South
3022,29,Central
3023,30,East
3024,48,South
3025,18,East
3026,30,North
3027,37,West
3028,40,Central
3029,28,West
3030,35,Central
3031,18,North
3032,27,West
3033,40,North
3034,23,Central
3035,35,South
3036,40,West
3037,30,North
3038,37,West
3039,23,West
3040,32,West
3041,42,East
3042,36,North
3043,27,North
3044,37,West
3045,43,South
3046,18,West
3047,48,East
3048,30,Central
3049,40,East
3050,49,South
3051,18,West
3052,26,North
3053,31,West
3054,25,South
3055,55,North
3056,24,East
3057,28,Central
3058,37,Central
3059,20,West
3060,30,East
3061,38,South
3062,31,Central
3063,33,East
3064,28,West
3065,18,North
3066,38,West
3067,56,West
3068,35,East
3069,37,Central
3070,43,East
3071,19,North
3072,55,East
3073,37,South
3074,54,West
3075,26,Central
3076,56,North
3077,44,West
3078,41,East
3079,37,South
3080,32,East
3081,49,West
3082,36,North
3083,18,Central
3084,21,West
3085,32,North
3086,38,West
3087,34,South
3088,49,East
3089,18,Central
3090,36,North
3091,18,Central
3092,44,Central
3093,33,Central
3094,40,North
3095,24,North
3096,50,Central
3097,47,East
3098,42,West
3099,33,Central
3100,41,South
3101,26,Central
3102,45,North
3103,54,West
3104,47,South
3105,26,West
3106,39,West
3107,19,South
3108,41,Central
3109,40,Central
3110,18,Central
3111,21,East
3112,31,Central
3113,31,South
3114,20,East
3115,39,Central
3116,38,East
3117,32,South
3118,25,Central
3119,47,North
3120,54,South
3121,29,West
3122,27,West
3123,40,South
3124,30,West
3125,33,South
3126,43,North
3127,18,South
3128,50,Central
3129,35,Central
3130,30,East
3131,33,West
3132,34,West
3133,18,South
3134,52,West
3135,35,Central
3136,40,North
3137,46,South
3138,22,West
3139,40,Central
3140,31,East
3141,45,West
3142,18,North
3143,33,North
3144,27,West
3145,40,West
3146,40,Central
3147,26,West
3148,26,East
3149,33,Central
3150,24,South
3151,45,East
3152,30,Central
3153,18,Central
3154,30,North
3155,22,Central
3156,18,East
3157,20,West
3158,36,East
3159,50,South
3160,38,Central
3161,27,Central
3162,40,Central
3163,29,Central
3164,26,North
3165,21,North
3166,18,West
3167,30,Central
3168,36,South
3169,33,West
3170,30,Central
3171,23,North
3172,42,South
3173,19,West
3174,44,South
3175,22,Central
3176,25,East
3177,18,South
3178,28,South
3179,46,North
3180,41,Central
3181,46,South
3182,41,Central
3183,21,North
3184,31,Central
3185,25,North
3186,50,North
3187,20,West
3188,45,Central
3189,45,East
3190,56,West
3191,30,North
3192,43,East
3193,62,South
3194,27,South
3195,18,West
3196,18,East
3197,43,Central
3198,18,East
3199,30,West
3200,40,Central
3201,37,Central
3202,40,South
3203,37,East
3204,50,Central
3205,23,West
3206,26,South
3207,25,Central
3208,44,East
3209,45,South
3210,40,East
3211,49,East
3212,20,East
3213,55,South
3214,53,Central
3215,43,North
3216,56,Central
3217,18,South
3218,28,North
3219,26,North
3220,43,North
3221,22,West
3222,44,South
3223,51,West
3224,43,North
3225,38,West
3226,23,West
3227,24,South
3228,49,East
3229,44,West
3230,34,West
3231,29,North
3232,18,North
3233,22,North
3234,57,Central
3235,19,West
3236,37,North
3237,47,South
3238,19,Central
3239,37,East
3240,46,West
3241,35,West
3242,69,South
3243,18,East
3244,47,East
3245,32,Central
3246,44,West
3247,40,North
3248,26,South
3249,37,South
3250,18,South
3251,42,South
3252,38,North
3253,42,North
3254,47,Central
3255,39,West
3256,36,North
3257,24,Central
3258,26,East
3259,49,West
3260,52,North
3261,32,East
3262,35,Central
3263,24,North
3264,49,North
3265,42,East
3266,58,North
3267,24,South
3268,30,North
3269,37,West
3270,42,East
3271,32,West
3272,24,Central
3273,45,West
3274,43,South
3275,24,South
3276,51,West
3277,49,Central
3278,36,North
3279,35,South
3280,41,West
3281,24,West
3282,35,West
3283,18,North
3284,45,East
3285,18,Central
3286,53,East
3287,31,Central
3288,32,Central
3289,27,West
3290,31,South
3291,52,West
3292,18,North
3293,50,Central
3294,39,South
3295,20,Central
3296,22,Central
3297,55,West
3298,23,South
3299,21,South
3300,48,Central
3301,39,South
3302,23,South
3303,37,West
3304,22,East
3305,48,North
3306,47,East
3307,41,South
3308,39,Central
3309,56,North
3310,34,North
3311,20,Central
3312,40,North
3313,60,Central
3314,22,North
3315,30,East
3316,39,North
3317,34,West
3318,23,Central
3319,48,North
3320,62,Central
3321,37,West
3322,24,North
3323,18,North
3324,38,West
3325,48,West
3326,40,West
3327,34,Central
3328,27,West
3329,21,Central
3330,45,East
3331,45,North
3332,18,North
3333,54,South
3334,41,East
3335,51,West
3336,18,West
3337,18,East
3338,33,West
3339,41,South
3340,56,Central
3341,43,North
3342,32,East
3343,22,North
3344,49,Central
3345,23,East
3346,54,Central
3347,31,West
3348,54,West
3349,43,West
3350,33,Central
3351,28,Central
3352,30,Central
3353,40,North
3354,35,Central
3355,27,West
3356,33,South
3357,35,Central
3358,18,South
3359,40,West
3360,23,Central
3361,21,North
3362,18,North
3363,18,South
3364,18,North
3365,26,North
3366,58,North
3367,28,West
3368,37,North
3369,39,East
3370,36,Central
3371,34,North
3372,20,North
3373,52,North
3374,56,East
3375,18,North
3376,22,North
3377,31,Central
3378,23,East
3379,41,East
3380,26,North
3381,60,East
3382,49,South
3383,37,East
3384,47,East
3385,48,East
3386,28,West
3387,25,West
3388,35,West
3389,45,East
3390,36,South
3391,18,East
3392,25,North
3393,34,South
3394,34,West
3395,58,Central
3396,18,South
3397,41,West
3398,52,South
3399,62,South
3400,30,East
3401,40,North
3402,41,Central
3403,37,West
3404,33,South
3405,40,Central
3406,18,South
3407,43,North
3408,36,Central
3409,32,West
3410,59,South
3411,26,North
3412,30,Central
3413,58,South
3414,25,South
3415,28,West
3416,33,North
3417,45,East
3418,37,South
3419,19,Central
3420,28,West
3421,27,West
3422,34,South
3423,40,South
3424,40,South
3425,18,East
3426,47,South
3427,38,North
3428,51,Central
3429,40,South
3430,48,East
3431,40,Central
3432,51,West
3433,41,South
3434,33,Central
3435,62,West
3436,45,East
3437,41,North
3438,19,South
3439,19,North
3440,38,East
3441,36,Central
3442,27,Central
3443,36,East
3444,54,East
3445,43,South
3446,21,West
3447,33,North
3448,25,North
3449,30,Central
3450,30,Central
3451,29,South
3452,19,East
3453,33,North
3454,28,South
3455,18,Central
3456,59,Central
3457,48,North
3458,30,Central
3459,35,Central
3460,20,West
3461,55,East
3462,57,Central
3463,36,West
3464,47,South
3465,37,Central
3466,18,South
3467,30,Central
3468,36,North
3469,29,West
3470,32,West
3471,33,North
3472,34,East
3473,35,West
3474,22,South
3475,26,West
3476,19,East
3477,46,South
3478,18,South
3479,48,North
3480,51,Central
3481,31,North
3482,18,Central
3483,30,North
3484,34,Central
3485,22,West
3486,28,South
3487,53,Central
3488,42,West
3489,23,East
3490,18,North
3491,31,East
3492,32,West
3493,40,East
3494,28,East
3495,41,West
3496,58,South
3497,44,Central
3498,34,North
3499,32,Central
3500,30,North
3501,49,Central
3502,27,East
3503,35,South
3504,35,East
3505,28,South
3506,18,West
3507,38,North
3508,34,North
3509,41,West
3510,28,Central
3511,49,West
3512,24,West
3513,55,South
3514,18,West
3515,40,North
3516,40,East
3517,25,South
3518,40,South
3519,50,Central
3520,18,East
3521,41,South
3522,18,West
3523,23,South
3524,54,South
3525,28,South
3526,20,Central
3527,32,South
3528,59,South
3529,18,Central
3530,22,East
3531,52,North
3532,57,Central
3533,33,Central
3534,20,South
3535,60,South
3536,54,North
3537,43,South
3538,25,West
3539,34,South
3540,33,South
3541,38,West
3542,52,North
3543,45,West
3544,22,Central
3545,51,West
3546,38,East
3547,43,Central
3548,52,South
3549,21,Central
3550,34,North
3551,28,North
3552,18,West
3553,39,Central
3554,65,South
3555,18,North
3556,34,South
3557,42,East
3558,36,North
3559,33,West
3560,19,East
3561,37,Central
3562,25,South
3563,18,North
3564,49,East
3565,46,East
3566,35,North
3567,37,Central
3568,47,Central
3569,37,West
3570,45,Central
3571,31,West
3572,50,East
3573,38,North
3574,37,Central
3575,19,West
3576,38,East
3577,25,Central
3578,27,South
3579,25,East
3580,22,Central
3581,60,East
3582,50,North
3583,58,North
3584,20,North
3585,35,South
3586,19,North
3587,26,South
3588,23,North
3589,49,East
3590,30,Central
3591,47,Central
3592,42,North
3593,62,Central
3594,18,North
3595,50,North
3596,48,West
3597,23,West
3598,47,West
3599,39,South
3600,32,West
3601,25,North
3602,26,East
3603,59,West
3604,35,West
3605,44,East
3606,25,North
3607,25,South
3608,47,West
3609,18,East
3610,30,North
3611,35,Central
3612,36,South
3613,32,East
3614,39,East
3615,43,East
3616,43,West
3617,23,Central
3618,31,South
3619,49,North
3620,45,North
3621,18,Central
3622,39,East
3623,18,East
3624,35,East
3625,57,East
3626,23,East
3627,24,Central
3628,44,West
3629,18,South
3630,27,East
3631,42,West
3632,27,North
3633,32,Central
3634,43,West
3635,40,East
3636,38,East
3637,30,East
3638,39,West
3639,33,East
3640,40,West
3641,29,East
3642,32,North
3643,23,North
3644,34,South
3645,25,East
3646,21,East
3647,38,West
3648,37,West
3649,44,East
3650,29,South
3651,39,East
3652,41,West
3653,40,East
3654,25,West
3655,36,East
3656,39,Central
3657,35,West
3658,18,South
3659,36,Central
3660,61,East
3661,30,West
3662,26,Central
3663,39,South
3664,38,West
3665,49,Central
3666,19,Central
3667,43,Central
3668,42,North
3669,33,East
3670,39,West
3671,47,West
3672,45,West
3673,21,Central
3674,44,East
3675,34,South
3676,35,West
3677,35,East
3678,33,East
3679,49,North
3680,33,West
3681,21,Central
3682,30,East
3683,37,East
3684,49,South
3685,42,North
3686,24,East
3687,64,East
3688,38,Central
3689,50,Central
3690,33,South
3691,41,South
3692,45,South
3693,49,Central
3694,47,Central
3695,45,North
3696,31,West
3697,28,West
3698,38,North
3699,46,West
3700,32,Central
3701,47,West
3702,52,Central
3703,24,North
3704,24,South
3705,33,North
3706,38,West
3707,28,Central
3708,51,West
3709,40,West
3710,35,South
3711,18,West
3712,19,South
3713,38,Central
3714,18,Central
3715,47,South
3716,33,North
3717,73,Central
3718,62,North
3719,32,Central
3720,33,Central
3721,46,East
3722,55,West
3723,18,West
3724,18,North
3725,27,West
3726,41,North
3727,40,Central
3728,47,East
3729,20,East
3730,18,Central
3731,45,South
3732,25,South
3733,18,West
3734,36,North
3735,44,East
3736,33,West
3737,29,Central
3738,33,East
3739,30,North
3740,18,North
3741,26,South
3742,41,West
3743,38,Central
3744,37,East
3745,23,North
3746,32,East
3747,18,Central
3748,37,East
3749,52,West
3750,18,South
3751,27,East
3752,38,South
3753,50,Central
3754,29,South
3755,26,East
3756,18,East
3757,36,North
3758,59,East
3759,38,South
3760,34,North
3761,38,East
3762,34,East
3763,25,Central
3764,44,North
3765,37,Central
3766,35,Central
3767,23,Central
3768,50,West
3769,42,Central
3770,28,South
3771,47,East
3772,29,West
3773,25,Central
3774,25,East
3775,18,North
3776,40,North
3777,18,East
3778,20,South
3779,18,East
3780,33,East
3781,33,West
3782,31,North
3783,22,North
3784,20,Central
3785,40,East
3786,28,East
3787,38,South
3788,24,North
3789,37,South
3790,50,West
3791,42,Central
3792,30,South
3793,38,North
3794,32,West
3795,35,East
3796,31,West
3797,33,South
3798,37,North
3799,23,South
3800,22,East
3801,18,East
3802,18,North
3803,20,Central
3804,36,West
3805,24,West
3806,41,East
3807,35,South
3808,18,South
3809,42,Central
3810,44,South
3811,23,West
3812,40,South
3813,24,Central
3814,36,West
3815,19,South
3816,18,West
3817,30,East
3818,33,East
3819,30,East
3820,20,South
3821,30,Central
3822,38,West
3823,34,North
3824,37,East
3825,26,East
3826,49,North
3827,20,North
3828,40,South
3829,49,West
3830,40,East
3831,32,Central
3832,28,South
3833,47,South
3834,18,Central
3835,23,Central
3836,30,Central
3837,49,North
3838,39,East
3839,23,North
3840,31,East
3841,27,North
3842,26,West
3843,46,East
3844,18,South
3845,54,East
3846,44,East
3847,48,East
3848,29,West
3849,33,North
3850,18,South
3851,28,North
3852,40,North
3853,50,Central
3854,21,West
3855,30,Central
3856,33,West
3857,18,North
3858,42,North
3859,26,West
3860,32,North
3861,29,North
3862,25,South
3863,34,Central
3864,32,Central
3865,30,Central
3866,26,East
3867,38,South
3868,54,Central
3869,36,Central
3870,46,South
3871,18,North
3872,36,Central
3873,21,North
3874,18,Central
3875,26,West
3876,49,East
3877,46,Central
3878,37,West
3879,18,South
3880,32,West
3881,38,South
3882,37,Central
3883,18,South
3884,24,West
3885,34,East
3886,41,North
3887,18,North
3888,33,East
3889,36,North
3890,45,Central
3891,43,Central
3892,41,West
3893,25,West
3894,18,South
3895,30,West
3896,47,Central
3897,51,West
3898,43,North
3899,40,South
3900,39,South
3901,28,Central
3902,33,West
3903,55,North
3904,23,West
3905,54,East
3906,31,West
3907,50,Central
3908,18,West
3909,42,South
3910,26,North
3911,18,Central
3912,37,East
3913,47,North
3914,24,North
3915,18,South
3916,33,South
3917,33,South
3918,41,Central
3919,46,West
3920,34,North
3921,57,West
3922,37,West
3923,30,South
3924,18,West
3925,31,North
3926,30,North
3927,46,East
3928,40,Central
3929,20,West
3930,37,Central
3931,43,Central
3932,53,Central
3933,45,Central
3934,44,North
3935,35,West
3936,39,East
3937,49,Central
3938,19,East
3939,30,North
3940,25,North
3941,39,South
3942,49,Central
3943,27,South
3944,18,East
3945,30,West
3946,45,South
3947,41,North
3948,40,Central
3949,31,East
3950,19,North
3951,41,West
3952,24,Central
3953,61,West
3954,41,West
3955,28,Central
3956,27,Central
3957,33,West
3958,32,East
3959,48,Central
3960,37,North
3961,26,South
3962,57,East
3963,35,Central
3964,44,Central
3965,27,East
3966,39,South
3967,38,West
3968,18,North
3969,59,Central
3970,50,South
3971,30,North
3972,21,East
3973,39,Central
3974,36,West
3975,39,East
3976,37,Central
3977,41,South
3978,52,North
3979,41,North
3980,22,Central
3981,51,East
3982,54,West
3983,72,South
3984,21,Central
3985,37,South
3986,18,North
3987,41,West
3988,28,South
3989,58,Central
3990,25,West
3991,18,East
3992,29,Central
3993,18,South
3994,44,West
3995,18,Central
3996,35,West
3997,18,West
3998,31,West
3999,54,South
4000,39,Central
4001,24,North
4002,34,North
4003,35,South
4004,40,South
4005,18,West
4006,42,Central
4007,18,Central
4008,27,East
4009,29,East
4010,42,North
4011,35,East
4012,18,East
4013,23,North
4014,37,North
4015,34,East
4016,28,Central
4017,29,East
4018,43,West
