customer_id,recency,frequency,monetary
1206,4,10,4851.1
1207,0,15,6902.44
1208,14,11,4329.5
1209,137,9,6164.07
1210,0,19,7688.01
1211,60,18,7858.47
1212,65,15,7934.72
1213,26,11,7434.18
1214,28,17,9206.42
1215,34,17,6761.37
1216,15,14,5115.62
1217,45,12,4429.97
1218,38,13,11683.58
1219,5,16,8488.74
1220,40,8,2418.32
1221,26,18,9709.24
1222,7,15,6423.59
1223,15,15,7984.45
1224,20,10,3450.83
1225,12,12,4514.45
1226,8,14,6707.1900000000005
1227,3,18,6849.95
1228,30,10,6263.36
1229,15,19,11603.39
1230,53,13,5084.51
1231,0,12,4590.71
1232,16,11,6957.29
1233,52,10,6545.4
1234,17,14,5519.34
1235,34,15,4390.72
1236,30,12,6983.46
1237,10,17,9138.57
1238,98,7,2085.09
1239,3,12,5712.12
1240,24,13,6740.67
1241,0,16,7781.78
1242,72,7,2186.31
1243,2,14,3078.93
1244,9,16,8649.19
1245,44,12,4418.04
1246,24,20,7904.8
1247,19,9,2928.74
1248,12,15,8361.43
1249,44,11,4918.3
1250,16,15,6384.240000000001
1251,23,12,5404.22
1252,67,17,7941.03
1253,2,12,4647.04
1254,43,8,2311.7
1255,59,12,3475.15
1256,63,9,3940.73
1257,4,15,7572.71
1258,3,17,7602.09
1259,21,7,4122.68
1260,10,12,3729.31
1261,80,10,4827.4
1262,10,13,3824.92
1263,26,14,4891.81
1264,0,13,3736.67
1265,54,12,5561.56
1266,56,7,5404.51
1267,90,6,3055.6099999999997
1268,32,14,5540.82
1269,12,15,6582.38
1270,71,8,4403.7
1271,2,17,9993.630000000001
1272,30,7,3187.13
1273,107,11,4434.08
1274,3,10,4745.07
1275,15,16,5959.63
1276,5,9,3387.6000000000004
1277,18,15,5019.62
1278,16,15,6105.57
1279,30,14,8510.3
1280,42,8,4154.37
1281,7,13,5258.77
1282,27,8,6813.64
1283,73,6,2473.18
1284,36,14,6516.97
1285,6,15,6093.8099999999995
1286,14,17,5405.13
1287,96,10,6424.6
1288,4,14,5117.25
1289,1,17,10121.79
1290,10,15,5625.72
1291,8,13,4499.3
1292,10,14,5705.53
1293,28,21,8439.68
1294,77,12,6074.49
1295,8,15,5782.1900000000005
1296,0,15,5477.74
1297,24,13,6486.5
1298,17,13,6340.1
1299,100,13,3862.01
1300,1,14,8362.3
1301,9,13,5098.6
1302,29,10,3678.9
1303,25,20,7295.89
1304,25,10,2256.69
1305,12,12,3663.16
1306,23,13,6013.4400000000005
1307,108,11,4753.99
1308,1,15,8832.44
1309,26,10,4899.26
1310,20,13,6812.82
1311,4,20,8746.02
1312,34,14,5718.71
1313,7,16,11373.54
1314,65,16,5611.98
1315,67,11,3608.56
1316,84,11,3395.42
1317,1,13,5994.64
1318,28,15,6933.59
1319,11,13,3890.92
1320,57,12,5361.37
1321,68,19,7367.65
1322,11,21,7993.2
1323,17,10,5142.05
1324,31,14,5451.53
1325,7,9,3217.06
1326,113,6,1586.02
1327,59,13,5098.5199999999995
1328,18,14,5154.75
1329,5,14,4751.64
1330,0,12,5123.96
1331,6,15,5663.78
1332,32,13,6934.83
1333,109,17,7804.11
1334,9,17,5685.96
1335,6,11,4367.6
1336,24,16,9889.62
1337,81,8,4000.97
1338,31,11,4420.8
1339,13,10,5376.56
1340,22,8,2780.29
1341,39,9,4167.25
1342,70,14,6041.84
1343,7,16,7756.77
1344,16,18,10673.65
1345,62,13,6373.38
1346,4,14,4906.74
1347,16,8,3506.93
1348,32,12,4258.21
1349,20,14,9825.99
1350,98,16,6182.1900000000005
1351,77,9,4980.28
1352,30,10,3846.66
1353,67,10,3334.09
1354,53,7,3159.75
1355,5,19,9273.57
1356,4,7,3201.41
1357,14,13,8110.23
1358,1,16,5807.42
1359,1,13,6104.14
1360,11,13,5581.5
1361,67,11,4882.8
1362,18,6,2335.63
1363,18,13,5364.08
1364,6,14,4154.11
1365,40,13,3747.03
1366,3,16,8906.83
1367,22,12,7094.76
1368,30,15,4336.05
1369,11,8,3671.51
1370,18,14,5561.36
1371,9,13,5034.08
1372,1,16,7391.39
1373,11,13,4990.12
1374,27,9,4870.11
1375,4,15,6992.7300000000005
1376,2,15,6743.53
1377,35,10,3363.62
1378,38,9,3783.88
1379,16,16,8279.119999999999
1380,2,16,4664.360000000001
1381,29,17,5914.66
1382,49,14,5305.29
1383,12,15,8684.8
1384,3,13,4845.52
1385,81,9,2160.98
1386,4,13,6392.72
1387,100,7,2917.6
1388,14,20,9032.07
1389,6,7,3461.75
1390,58,6,1367.44
1391,5,10,3953.66
1392,2,10,3616.74
1393,8,17,7430.89
1394,79,16,7025.37
1395,85,7,3297.32
1396,18,12,5117.7300000000005
1397,30,13,8299.44
1398,3,7,3927.4700000000003
1399,39,9,3613.2799999999997
1400,101,7,4099.38
1401,11,8,5286.35
1402,18,19,8613.34
1403,19,10,5889.01
1404,26,19,10662.82
1405,35,9,6005.93
1406,59,19,7962.54
1407,17,10,4585.86
1408,61,10,4746.31
1409,5,8,4231.62
1410,7,13,6905.84
1411,9,14,6784.89
1412,36,9,3438.75
1413,17,7,2575.34
1414,31,7,2052.71
1415,15,11,4137.6
1416,35,10,4556.0599999999995
1417,24,10,2033.18
1418,68,13,4320.71
1419,20,19,8485.62
1420,81,13,7275.21
1421,4,10,3414.83
1422,7,13,6342.65
1423,0,9,4979.03
1424,8,13,4431.58
1425,9,10,2784.09
1426,17,16,4620.04
1427,15,10,4683.91
1428,2,18,6533.35
1429,4,19,6980.89
1430,17,12,6359.71
1431,35,6,2392.42
1432,4,10,4487.38
1433,89,11,5675.57
1434,10,11,4560.15
1435,62,14,4813.01
1436,18,7,3767.61
1437,36,15,5308.2
1438,61,11,5442.23
1439,1,10,4033.42
1440,60,10,2788.87
1441,45,12,9270.63
1442,20,11,6252.12
1443,2,20,9742.25
1444,8,10,2941.59
1445,80,15,7608.27
1446,12,16,6141.82
1447,0,12,4836.17
1448,13,14,4114.89
1449,11,12,3287.69
1450,42,17,7027.51
1451,8,18,7660.63
1452,12,8,1284.47
1453,8,5,1856.16
1454,40,9,2109.18
1455,67,12,5704.13
1456,9,12,3804.67
1457,17,11,2883.17
1458,60,9,3503.9300000000003
1459,24,9,3122.94
1460,10,16,6824.76
1461,23,16,7023.08
1462,11,10,6226.86
1463,25,17,9776.74
1464,59,8,3795.13
1465,77,10,5444.45
1466,68,7,3133.52
1467,19,12,6533.530000000001
1468,11,12,6449.25
1469,37,14,8099.419999999999
1470,13,8,4140.47
1471,42,13,4708.99
1472,40,16,5635.66
1473,12,13,8123.67
1474,94,5,2155.51
1475,12,8,3584.75
1476,19,14,5531.0
1477,74,16,6105.47
1478,6,10,6585.14
1479,82,4,3571.4
1480,63,12,4232.72
1481,12,11,4731.59
1482,9,7,4976.1
1483,39,11,6274.31
1484,20,12,6155.2
1485,7,11,4456.76
1486,5,15,5540.14
1487,13,11,4782.1
1488,39,14,5505.61
1489,11,15,6831.49
1490,0,15,7247.33
1491,50,11,5500.0199999999995
1492,67,11,3682.15
1493,6,6,1195.08
1494,11,9,3123.41
1495,23,10,3962.96
1496,21,16,7299.07
1497,34,10,4954.43
1498,5,16,6847.94
1499,11,16,9528.38
1500,20,13,6178.26
1501,10,6,3388.8
1502,13,10,3744.39
1503,18,19,6156.36
1504,7,7,3104.48
1505,45,8,2896.95
1506,10,15,8437.92
1507,60,12,3015.41
1508,0,16,8178.22
1509,9,20,7706.9400000000005
1510,60,16,5556.84
1511,30,11,3178.33
1512,14,14,8065.54
1513,9,12,5734.41
1514,37,11,3611.01
1515,9,13,5325.73
1516,34,14,6159.5199999999995
1517,44,9,3508.49
1518,9,12,4804.12
1519,70,9,3108.29
1520,0,14,5205.39
1521,53,11,5553.38
1522,58,11,5813.13
1523,25,15,5947.89
1524,1,19,7900.95
1525,6,18,9900.74
1526,110,11,6086.65
1527,38,10,3683.68
1528,5,7,1693.3
1529,20,13,4773.3
1530,19,12,4558.15
1531,7,13,4671.7699999999995
1532,58,10,4492.969999999999
1533,9,11,4212.95
1534,12,13,5523.16
1535,2,13,6028.1
1536,25,17,9166.56
1537,39,13,6096.43
1538,7,12,5255.91
1539,39,10,4103.97
1540,39,15,7033.35
1541,71,13,5431.48
1542,79,9,3739.44
1543,4,13,4085.21
1544,48,6,2539.46
1545,35,9,3596.45
1546,38,13,4912.17
1547,8,12,5293.71
1548,17,13,6118.25
1549,0,12,3795.42
1550,46,11,5599.3
1551,19,14,6046.18
1552,60,15,6830.07
1553,0,11,5548.34
1554,37,18,6138.98
1555,17,8,2553.3
1556,38,10,4599.07
1557,24,13,4170.4400000000005
1558,12,18,8422.619999999999
1559,9,16,6718.3099999999995
1560,10,9,3592.44
1561,21,9,3347.67
1562,51,16,5263.34
1563,9,16,6901.96
1564,10,11,4651.03
1565,133,10,4771.27
1566,8,11,4595.91
1567,20,16,4857.679999999999
1568,48,11,3022.23
1569,25,17,6723.1
1570,26,11,5552.02
1571,4,15,6955.1
1572,3,12,7881.58
1573,3,11,6027.56
1574,28,11,7511.87
1575,136,14,7695.54
1576,9,11,5077.0
1577,6,7,2221.27
1578,10,18,8023.0
1579,1,12,4179.67
1580,57,11,7620.99
1581,12,13,8413.8
1582,38,13,4408.06
1583,123,12,5889.2300000000005
1584,6,10,6457.27
1585,74,14,7363.5
1586,30,16,8699.65
1587,27,10,2821.0
1588,43,18,5510.61
1589,8,14,4251.52
1590,11,9,5020.49
1591,23,11,4720.44
1592,39,13,6002.66
1593,0,6,2567.88
1594,0,12,5557.38
1595,40,8,3693.5499999999997
1596,37,15,6970.16
1597,10,16,8266.55
1598,49,15,7218.32
1599,33,15,9372.75
1600,46,12,6691.34
1601,35,17,7281.58
1602,55,13,5853.79
1603,10,10,5064.1900000000005
1604,4,11,4242.96
1605,10,8,3684.29
1606,22,15,5687.97
1607,73,10,5713.09
1608,4,16,5988.58
1609,19,13,5598.91
1610,5,11,5338.42
1611,38,12,5778.81
1612,0,18,6378.23
1613,7,11,3913.08
1614,7,8,2915.6299999999997
1615,22,16,5330.93
1616,0,10,3650.98
1617,11,19,9965.9
1618,10,17,4845.1
1619,11,16,7731.9800000000005
1620,49,10,3378.19
1621,4,18,5677.21
1622,14,9,3166.85
1623,2,16,5579.99
1624,25,18,7423.33
1625,39,13,3725.85
1626,90,10,4490.27
1627,39,13,7424.9400000000005
1628,65,17,6268.4
1629,66,4,3855.2999999999997
1630,10,14,7088.7300000000005
1631,21,15,5672.3099999999995
1632,30,5,1784.4
1633,9,8,2810.4
1634,85,7,2120.86
1635,96,13,4835.42
1636,20,8,2995.39
1637,59,12,4707.16
1638,21,11,2512.98
1639,114,8,4083.52
1640,14,12,8468.52
1641,57,13,5745.87
1642,51,9,4062.19
1643,18,15,6710.67
1644,0,12,5262.23
1645,21,9,4287.01
1646,35,11,6114.780000000001
1647,1,17,7925.59
1648,26,11,4394.01
1649,11,12,6018.32
1650,6,15,9330.64
1651,10,14,8353.02
1652,51,9,5439.57
1653,60,11,5414.29
1654,34,8,1652.43
1655,17,21,8103.92
1656,3,18,8392.92
1657,52,20,7102.8
1658,10,19,6872.54
1659,37,14,4951.43
1660,27,14,7319.47
1661,136,4,1329.33
1662,12,13,4188.76
1663,100,11,4923.6900000000005
1664,56,13,4416.860000000001
1665,84,12,5714.96
1666,4,15,6367.67
1667,27,13,9300.69
1668,8,17,8640.02
1669,5,9,5460.14
1670,61,7,2612.26
1671,11,9,2196.94
1672,2,19,7521.9800000000005
1673,28,10,2919.33
1674,23,10,7434.36
1675,17,12,4078.86
1676,10,20,8272.76
1677,14,12,5458.65
1678,69,10,4582.71
1679,6,15,5250.83
1680,21,19,8405.42
1681,5,15,6377.34
1682,35,16,6026.4
1683,20,19,7340.13
1684,2,17,9518.49
1685,58,11,5144.38
1686,8,13,3806.64
1687,23,8,4410.47
1688,16,10,6472.5
1689,2,18,6629.43
1690,31,8,5112.86
1691,6,8,3895.46
1692,23,12,3096.2200000000003
1693,86,13,5691.87
1694,34,18,8858.19
1695,28,12,4433.95
1696,31,13,4538.5
1697,10,11,4156.37
1698,1,13,5064.2
1699,101,7,2410.91
1700,56,12,6394.56
1701,10,7,3166.09
1702,17,19,10742.369999999999
1703,26,14,7503.41
1704,25,11,6294.37
1705,19,13,6167.02
1706,13,12,4303.72
1707,34,13,6874.89
1708,11,12,6933.76
1709,50,9,5211.42
1710,8,10,7623.25
1711,2,12,6612.25
1712,12,14,7871.21
1713,30,17,8834.27
1714,6,16,9932.96
1715,12,17,9214.85
1716,11,15,5737.0
1717,3,15,8369.33
1718,69,10,4059.8599999999997
1719,10,15,4813.84
1720,6,10,4379.4400000000005
1721,31,13,4167.44
1722,4,21,9031.35
1723,60,13,5707.71
1724,82,6,3706.86
1725,42,9,4658.26
1726,60,13,3504.98
1727,9,14,7544.11
1728,102,6,2197.7
1729,20,10,3611.34
1730,36,13,7792.17
1731,16,8,1844.09
1732,4,8,2610.55
1733,30,13,7216.56
1734,11,19,5517.94
1735,12,13,9028.47
1736,9,16,6189.9
1737,4,7,3724.27
1738,3,10,3232.17
1739,18,9,2633.48
1740,96,7,2421.36
1741,11,15,6142.36
1742,25,17,7255.21
1743,11,13,6533.9
1744,9,9,3484.4700000000003
1745,3,11,4831.68
1746,30,18,7398.77
1747,11,14,6286.17
1748,2,21,13103.77
1749,5,16,8550.23
1750,46,12,6212.5599999999995
1751,15,13,7211.91
1752,19,11,5187.88
1753,38,13,5647.9
1754,18,11,4562.86
1755,9,12,3228.18
1756,25,15,10108.2
1757,41,9,3010.79
1758,93,11,4777.38
1759,6,11,3583.99
1760,8,12,8896.630000000001
1761,16,12,7356.65
1762,66,16,7328.55
1763,27,10,1927.9099999999999
1764,10,10,5426.22
1765,8,9,2869.45
1766,45,17,7845.28
1767,6,12,5479.12
1768,60,12,6179.95
1769,0,15,7391.21
1770,4,13,6602.61
1771,5,9,4564.49
1772,38,14,5577.93
1773,15,11,4265.83
1774,3,11,8516.16
1775,66,13,4275.6
1776,66,9,3848.04
1777,11,20,9475.83
1778,2,15,6408.51
1779,12,11,4833.67
1780,45,12,5065.0
1781,10,8,3314.7200000000003
1782,37,8,3376.64
1783,11,17,5801.55
1784,35,17,7448.45
1785,40,7,2163.8199999999997
1786,31,17,6973.75
1787,13,11,3440.01
1788,56,13,6083.030000000001
1789,52,12,5742.8099999999995
1790,44,16,5345.97
1791,80,7,3273.9
1792,10,11,5478.12
1793,4,8,3436.3599999999997
1794,20,10,4584.87
1795,116,8,3269.89
1796,6,15,5000.84
1797,18,11,5211.2
1798,6,15,7954.95
1799,67,9,4188.8099999999995
1800,0,10,4125.06
1801,8,12,4271.32
1802,3,12,3658.75
1803,45,11,6200.15
1804,45,17,6314.83
1805,17,10,4219.37
1806,19,17,5252.18
1807,2,16,6714.21
1808,3,21,9142.24
1809,46,8,3662.8999999999996
1810,134,9,4124.47
1811,45,9,2525.31
1812,100,9,2827.24
1813,13,10,6625.68
1814,38,10,4512.56
1815,46,18,7335.1
1816,18,10,4802.64
1817,62,15,7780.349999999999
1818,44,15,5868.65
1819,9,9,5624.04
1820,62,15,10585.59
1821,11,10,3500.1400000000003
1822,12,12,6868.57
1823,31,14,5381.2300000000005
1824,31,14,5257.86
1825,26,12,4644.53
1826,165,8,3249.94
1827,46,16,6749.67
1828,12,11,5794.63
1829,0,13,5427.09
1830,20,11,5410.03
1831,137,11,6792.72
1832,10,14,8171.73
1833,51,11,6089.97
1834,30,7,2060.8
1835,8,8,2856.86
1836,94,11,5422.65
1837,8,17,7512.83
1838,84,10,4081.65
1839,45,17,7775.070000000001
1840,17,12,5865.6
1841,10,18,6895.42
1842,111,9,5299.74
1843,11,13,7929.08
1844,1,15,8569.74
1845,1,12,6434.0
1846,18,11,5159.07
1847,46,9,5798.77
1848,71,10,3450.76
1849,151,11,4725.64
1850,9,16,5601.0
1851,41,9,2701.49
1852,37,17,8305.45
1853,30,13,5879.95
1854,7,8,4596.91
1855,3,11,2521.19
1856,10,11,3693.54
1857,8,18,6636.6
1858,6,15,6642.26
1859,28,12,4543.67
1860,5,18,7484.81
1861,3,11,3800.59
1862,5,13,5073.7699999999995
1863,3,12,6841.6
1864,8,19,6492.05
1865,4,16,8325.39
1866,45,15,6640.43
1867,12,9,4300.98
1868,0,15,7100.09
1869,1,15,7710.07
1870,145,13,4557.12
1871,3,17,6865.73
1872,66,16,7190.54
1873,28,14,8592.25
1874,42,12,3765.3
1875,1,11,5167.93
1876,26,13,3705.92
1877,44,12,5338.8099999999995
1878,17,14,7880.0
1879,2,18,8497.38
1880,0,13,4844.74
1881,7,14,7037.35
1882,46,11,2623.56
1883,55,11,4585.36
1884,42,11,3864.88
1885,10,15,5979.66
1886,32,17,5601.87
1887,60,12,5090.46
1888,36,12,5401.24
1889,31,12,4858.49
1890,25,19,10241.43
1891,48,14,7115.46
1892,10,11,5070.48
1893,7,21,8373.24
1894,11,12,5044.28
1895,36,9,4991.78
1896,61,9,3345.6400000000003
1897,10,19,7943.38
1898,21,10,4616.85
1899,60,12,3776.36
1900,9,14,7002.530000000001
1901,5,11,6466.72
1902,10,10,4872.33
1903,11,19,9730.960000000001
1904,39,6,2499.46
1905,107,14,7742.24
1906,15,13,4973.05
1907,60,14,5448.8
1908,19,12,4691.57
1909,1,23,10414.9
1910,146,12,4775.08
1911,1,14,7899.11
1912,64,13,4131.57
1913,4,9,2779.09
1914,23,18,10583.31
1915,46,7,2311.03
1916,29,17,6166.67
1917,73,9,2145.33
1918,132,12,4787.47
1919,6,13,7444.72
1920,31,13,3798.37
1921,24,12,4460.24
1922,23,10,2580.96
1923,16,19,7593.53
1924,4,8,3570.5
1925,0,16,6222.59
1926,69,7,3643.38
1927,24,9,2514.57
1928,17,14,8003.43
1929,4,10,4171.280000000001
1930,39,10,4586.4
1931,14,21,10825.949999999999
1932,31,14,5310.88
1933,2,18,7503.57
1934,21,11,5093.74
1935,21,17,9058.35
1936,86,12,8485.98
1937,44,9,2520.69
1938,38,13,4780.03
1939,43,12,4345.38
1940,8,8,1890.19
1941,76,15,6843.26
1942,4,15,6113.38
1943,38,12,5741.44
1944,24,9,3787.64
1945,20,19,7364.46
1946,53,9,3618.02
1947,116,7,1629.31
1948,42,6,1759.47
1949,23,15,6864.5599999999995
1950,2,18,7268.71
1951,4,16,8059.63
1952,25,6,2755.66
1953,39,16,6105.82
1954,25,22,10586.68
1955,1,12,5323.4
1956,21,16,6517.97
1957,7,15,10155.970000000001
1958,9,17,5427.67
1959,17,16,6237.9400000000005
1960,51,13,6386.95
1961,30,9,4954.7699999999995
1962,38,11,4800.07
1963,3,12,5545.05
1964,7,9,3544.14
1965,67,19,6844.11
1966,11,14,5093.6
1967,14,15,4842.48
1968,47,11,4545.32
1969,34,13,4666.32
1970,2,9,4799.93
1971,23,10,3542.26
1972,9,11,3873.4
1973,17,11,8175.610000000001
1974,36,9,4454.13
1975,51,14,6877.76
1976,36,14,7005.83
1977,14,14,6380.7
1978,42,18,7158.2300000000005
1979,58,13,6516.89
1980,90,12,4517.98
1981,5,11,3752.42
1982,25,9,4064.16
1983,16,14,7532.07
1984,3,15,7253.29
1985,10,7,2644.6800000000003
1986,50,9,2543.4
1987,46,20,8217.69
1988,17,8,2705.72
1989,45,13,5266.3099999999995
1990,109,14,4889.2699999999995
1991,8,10,5757.67
1992,284,7,3621.88
1993,6,11,4357.63
1994,7,10,4065.14
1995,7,11,3543.91
1996,8,14,6671.94
1997,9,10,2695.1
1998,3,9,2855.8
1999,42,12,3849.95
2000,1,19,11721.75
2001,39,11,7043.4
2002,28,13,6306.47
2003,35,12,4722.42
2004,59,9,4204.7300000000005
2005,3,21,10046.03
2006,40,10,2605.12
2007,54,15,6580.18
2008,25,15,6640.08
2009,22,11,4770.99
2010,12,15,7907.58
2011,17,15,6036.1
2012,25,18,7246.29
2013,10,15,7138.82
2014,42,16,7375.860000000001
2015,0,11,9166.93
2016,37,17,7191.82
2017,60,9,4881.59
2018,1,14,6960.74
2019,164,8,4102.219999999999
2020,25,19,9624.59
2021,28,16,7195.62
2022,46,14,7574.0
2023,9,11,5100.68
2024,4,10,3497.16
2025,14,12,5063.63
2026,35,10,4590.9
2027,25,17,7236.0
2028,58,11,3000.03
2029,17,12,7252.43
2030,27,16,5577.15
2031,23,15,5220.13
2032,4,9,5218.75
2033,56,18,8261.8
2034,20,13,6196.95
2035,5,12,6010.69
2036,11,11,3972.03
2037,73,14,5964.91
2038,1,10,5277.72
2039,42,20,9430.44
2040,1,12,7022.86
2041,11,14,6052.26
2042,36,11,5487.92
2043,18,15,6002.4400000000005
2044,26,12,5700.360000000001
2045,13,7,2428.39
2046,3,9,4368.86
2047,15,11,4802.81
2048,25,9,2892.06
2049,87,7,2766.19
2050,33,9,4706.39
2051,13,12,8075.47
2052,51,11,2300.52
2053,29,15,6749.900000000001
2054,71,6,1811.42
2055,29,12,6208.13
2056,21,8,3358.46
2057,20,17,9003.83
2058,10,16,7470.8099999999995
2059,1,12,5238.27
2060,26,11,4430.86
2061,6,13,7074.39
2062,21,14,5581.44
2063,52,12,5596.3
2064,5,17,9598.93
2065,27,13,6233.88
2066,38,10,3378.63
2067,27,16,6868.91
2068,23,11,4507.67
2069,38,10,6455.04
2070,28,16,5690.21
2071,17,14,5418.76
2072,20,12,4143.43
2073,23,16,5993.55
2074,21,20,9148.93
2075,6,15,4455.09
2076,6,19,10065.57
2077,77,11,4182.7300000000005
2078,10,15,7989.39
2079,36,9,2794.5299999999997
2080,50,13,3863.31
2081,14,17,9326.49
2082,38,7,2616.36
2083,53,12,7060.2300000000005
2084,104,14,4707.75
2085,13,7,2609.93
2086,12,10,3793.04
2087,38,12,4872.49
2088,18,10,5940.38
2089,7,13,4479.37
2090,0,14,6931.24
2091,35,10,3875.45
2092,102,15,6626.21
2093,59,12,6798.77
2094,23,8,3050.04
2095,41,12,7137.35
2096,98,15,6233.07
2097,24,15,9271.91
2098,66,10,4409.83
2099,7,16,6171.54
2100,39,9,5273.9
2101,1,12,5334.75
2102,12,15,6057.17
2103,3,15,9772.32
2104,19,11,4790.03
2105,31,5,1393.33
2106,32,16,6787.93
2107,29,12,3378.46
2108,0,20,7044.87
2109,21,15,5054.87
2110,28,10,4030.57
2111,89,11,5399.71
2112,10,13,4772.95
2113,8,10,4350.0
2114,14,10,5220.4
2115,62,9,1915.2099999999998
2116,3,15,6197.31
2117,117,7,2693.88
2118,101,7,4052.31
2119,18,11,6760.36
2120,14,21,9673.32
2121,42,11,5431.4800000000005
2122,29,10,2722.8
2123,1,16,5881.61
2124,40,9,2865.32
2125,36,14,6735.5199999999995
2126,6,10,2972.6
2127,18,9,5107.38
2128,0,15,8070.9800000000005
2129,10,11,5219.9400000000005
2130,39,12,5868.99
2131,25,13,3453.8900000000003
2132,2,17,8189.79
2133,4,9,5625.2
2134,50,10,2920.98
2135,12,9,4379.7
2136,0,14,4553.37
2137,10,15,7210.29
2138,10,9,3625.48
2139,62,15,5518.71
2140,35,16,7849.4400000000005
2141,32,17,6565.69
2142,4,13,6797.05
2143,17,9,3076.59
2144,26,15,4383.16
2145,53,11,3350.76
2146,5,18,6866.24
2147,44,15,7429.469999999999
2148,31,14,4520.95
2149,32,13,4732.03
2150,7,22,8383.42
2151,70,9,5759.09
2152,0,12,4878.34
2153,0,16,10338.56
2154,1,12,5042.86
2155,53,8,4022.08
2156,3,17,5759.32
2157,7,20,7666.37
2158,21,12,4284.71
2159,29,26,10617.86
2160,22,8,2577.0299999999997
2161,4,10,7129.36
2162,86,20,8969.33
2163,0,18,8661.72
2164,18,12,4933.400000000001
2165,1,10,4380.74
2166,37,11,5067.16
2167,21,15,7039.73
2168,10,15,5558.03
2169,1,14,6428.530000000001
2170,4,8,5638.94
2171,3,16,6122.7699999999995
2172,38,8,3267.18
2173,3,16,7754.88
2174,45,8,5590.94
2175,23,12,5525.15
2176,12,14,4653.91
2177,16,12,3643.81
2178,52,13,7890.9400000000005
2179,73,8,2258.31
2180,5,8,3465.98
2181,17,9,4285.37
2182,29,10,9214.23
2183,9,16,8638.64
2184,12,17,6533.3
2185,27,12,6803.79
2186,4,7,3679.98
2187,32,13,3889.29
2188,5,15,6756.33
2189,10,14,5329.44
2190,44,14,5695.74
2191,46,19,9740.68
2192,26,8,4722.19
2193,8,9,2097.52
2194,20,12,3776.95
2195,86,13,7463.1
2196,94,9,4785.19
2197,23,16,6143.27
2198,44,12,6644.86
2199,10,11,4659.75
2200,21,16,4375.3099999999995
2201,4,13,6825.47
2202,38,12,5824.43
2203,4,12,5892.1900000000005
2204,11,13,4427.4400000000005
2205,45,12,5845.639999999999
2206,15,15,4408.09
2207,4,15,7690.35
2208,21,11,4835.35
2209,19,13,6847.64
2210,0,12,7324.5
2211,10,14,6031.46
2212,19,19,8789.84
2213,31,11,3649.84
2214,75,11,6411.76
2215,11,16,5932.26
2216,92,7,2840.07
2217,45,12,4121.07
2218,5,11,5220.22
2219,3,16,11156.65
2220,32,11,6417.08
2221,4,15,5775.51
2222,30,12,4271.51
2223,3,10,5908.14
2224,16,14,4520.7699999999995
2225,22,10,4512.6
2226,4,13,7510.59
2227,12,11,4270.81
2228,11,13,5552.82
2229,16,18,10067.36
2230,71,9,2374.8
2231,2,15,7390.21
2232,11,6,3569.27
2233,1,7,1071.97
2234,17,16,5623.03
2235,6,12,6911.41
2236,41,9,5870.81
2237,61,6,2770.31
2238,8,14,6024.66
2239,39,12,4469.2300000000005
2240,4,18,9348.39
2241,15,9,7106.04
2242,9,19,9311.880000000001
2243,30,17,7936.45
2244,88,7,1706.53
2245,77,14,4052.25
2246,76,10,5174.71
2247,38,8,4131.55
2248,25,10,4888.139999999999
2249,21,18,5978.95
2250,14,14,8270.52
2251,37,16,6061.28
2252,2,11,6224.6900000000005
2253,14,13,7209.44
2254,11,14,5336.82
2255,14,16,7169.23
2256,44,10,5763.97
2257,6,15,6764.25
2258,7,9,4546.15
2259,20,16,5388.4
2260,36,7,2808.3900000000003
2261,50,10,6695.95
2262,24,11,6808.39
2263,16,10,3792.96
2264,7,17,8592.84
2265,2,12,4949.18
2266,10,12,6121.16
2267,45,11,5591.96
2268,32,11,5898.64
2269,3,14,6360.610000000001
2270,42,6,2554.03
2271,55,15,7590.38
2272,27,10,5699.77
2273,4,22,7849.79
2274,5,17,9339.03
2275,5,13,4696.39
2276,10,24,13299.14
2277,7,11,6501.57
2278,5,7,3297.9199999999996
2279,38,13,4700.18
2280,0,13,7750.59
2281,12,12,3947.42
2282,7,14,5467.02
2283,6,6,4258.8
2284,9,11,5398.88
2285,70,14,5574.93
2286,0,9,4232.51
2287,10,12,4962.24
2288,8,10,2265.8
2289,0,14,6185.49
2290,27,7,3069.6
2291,47,14,5603.259999999999
2292,39,10,5041.19
2293,9,12,6395.18
2294,30,13,4385.82
2295,27,20,5055.95
2296,10,10,5486.59
2297,2,19,7954.33
2298,29,14,5863.7300000000005
2299,36,14,4488.39
2300,40,9,3218.46
2301,16,8,4732.599999999999
2302,39,12,5672.4400000000005
2303,8,16,9158.59
2304,2,18,10364.79
2305,58,13,7325.84
2306,15,14,6031.22
2307,20,18,8634.3
2308,17,15,6205.01
2309,18,15,5847.3
2310,36,12,5541.26
2311,0,12,5619.7
2312,65,10,5663.67
2313,81,12,6283.58
2314,13,17,7280.05
2315,27,19,5626.75
2316,46,13,9017.01
2317,42,12,2914.87
2318,25,14,5373.42
2319,54,12,5652.55
2320,39,11,3959.66
2321,17,12,6101.55
2322,11,19,11413.710000000001
2323,40,21,8828.29
2324,66,9,3054.56
2325,12,7,3066.08
2326,0,12,8962.15
2327,11,15,5856.69
2328,17,10,4447.75
2329,3,18,6633.48
2330,17,14,8700.09
2331,0,16,4111.62
2332,17,16,8445.06
2333,14,13,5977.46
2334,17,12,4000.64
